,Valid loss,Learning rate,Train acc,Train f1_macro,Train coh,Train sum,valid acc,valid f1_macro,valid coh,valid sum,Train loss
0,2.4927594661712646,0.0010000000474974513,0.1977251023054123,0.16142287850379944,0.1897856444120407,0.5489336252212524,0.3990738093852997,0.3423622250556946,0.39388352632522583,1.1353195905685425,3.804037570953369
1,1.734398603439331,0.0010000000474974513,0.461040735244751,0.4328848719596863,0.4571152925491333,1.3510408401489258,0.5791337490081787,0.5477966666221619,0.5761815905570984,1.703112006187439,2.107975959777832
2,1.4323087930679321,0.0010000000474974513,0.5685192942619324,0.5514693260192871,0.565555989742279,1.685544490814209,0.6347044110298157,0.6102404594421387,0.6322423815727234,1.8771873712539673,1.611992597579956
3,1.2860941886901855,0.0010000000474974513,0.6347908973693848,0.6202858686447144,0.6323153972625732,1.8873921632766724,0.6619449853897095,0.6384991407394409,0.6596725583076477,1.9601167440414429,1.3432663679122925
4,1.1600333452224731,0.0010000000474974513,0.6741588115692139,0.6623865962028503,0.6719636917114258,2.0085091590881348,0.6840097904205322,0.6672000885009766,0.6819053292274475,2.0331151485443115,1.1944105625152588
5,1.0844106674194336,0.0010000000474974513,0.706511378288269,0.6966221332550049,0.7045520544052124,2.1076855659484863,0.701171338558197,0.6863576173782349,0.6991353034973145,2.0866641998291016,1.065562129020691
6,1.0131628513336182,0.0010000000474974513,0.7283748984336853,0.7181690335273743,0.7265685796737671,2.173112392425537,0.7191500663757324,0.7088963985443115,0.7172855734825134,2.145332098007202,0.9821698069572449
7,0.9744623899459839,0.0010000000474974513,0.75091952085495,0.7428931593894958,0.7492653131484985,2.2430779933929443,0.726232647895813,0.7130678296089172,0.7243795990943909,2.163680076599121,0.9032853245735168
8,0.9308273792266846,0.0010000000474974513,0.7667892575263977,0.7600597143173218,0.7652424573898315,2.2920913696289062,0.7466630339622498,0.7365614175796509,0.7449847459793091,2.2282092571258545,0.8483185768127441
9,0.8945274353027344,0.0010000000474974513,0.777959406375885,0.7724129557609558,0.7764915227890015,2.326864004135132,0.751838743686676,0.7432528138160706,0.7501886487007141,2.2452802658081055,0.7989721894264221
10,0.8671881556510925,0.0010000000474974513,0.7912409901618958,0.7865299582481384,0.7898578643798828,2.367628812789917,0.7567420601844788,0.7471049427986145,0.7551358342170715,2.2589828968048096,0.7548710703849792
11,0.840444028377533,0.0010000000474974513,0.803364634513855,0.7969282865524292,0.8020639419555664,2.4023568630218506,0.7695450782775879,0.7622942328453064,0.768022894859314,2.2998621463775635,0.7146067023277283
12,0.8139184713363647,0.0010000000474974513,0.8117422461509705,0.8075169920921326,0.8105008602142334,2.429760217666626,0.7709071040153503,0.7645263671875,0.7693877816200256,2.304821252822876,0.6862879395484924
13,0.7928600311279297,0.0010000000474974513,0.8229123950004578,0.817710280418396,0.8217440843582153,2.462366819381714,0.7774448394775391,0.7702029347419739,0.7759737372398376,2.3236215114593506,0.6541438102722168
14,0.7879503965377808,0.0010000000474974513,0.8268628120422363,0.8227208852767944,0.8257219791412354,2.4753055572509766,0.7809861302375793,0.7741691470146179,0.7795422077178955,2.3346974849700928,0.6312893033027649
15,0.7797901034355164,0.0010000000474974513,0.8287699222564697,0.8246370553970337,0.8276422023773193,2.481049060821533,0.7812585234642029,0.7722339630126953,0.7797957062721252,2.3332881927490234,0.6158819794654846
